2021,5,1,5,21.88,26.03
2021,5,1,6,148.14,28.08
2021,5,1,7,314.19,30.3
2021,5,1,8,478.54,34.92
2021,5,1,9,706.66,37.95
2021,5,1,10,812.59,39.59
2021,5,1,11,841.62,40.68
2021,5,1,12,792.45,41.33
2021,5,1,13,755.31,41.5
2021,5,1,14,607.59,41.04
2021,5,1,15,448.25,40.31
2021,5,1,16,245.33,39.51
2021,5,1,17,78.31,38.03
2021,5,1,18,5.55,34.23
2021,5,1,19,0,32.69
2021,5,1,20,0,31.77
2021,5,1,21,0,30.86
2021,5,1,22,0,29.98
2021,5,1,23,0,29.17
2021,5,2,0,0,28.96
2021,5,2,1,0,29.19
2021,5,2,2,0,28.19
2021,5,2,3,0,27.4
2021,5,2,4,0,27.14
2021,5,2,5,23.05,27.07
2021,5,2,6,133.27,28.73
2021,5,2,7,285.38,30.14
2021,5,2,8,419.34,33
2021,5,2,9,563.37,35.5
2021,5,2,10,702.47,37.63
2021,5,2,11,793.55,39.14
2021,5,2,12,782.47,39.96
2021,5,2,13,645.71,40.17
2021,5,2,14,495.73,39.73
2021,5,2,15,279.05,38.93
2021,5,2,16,169.41,37.87
2021,5,2,17,61.59,36.56
2021,5,2,18,6.49,34.09
2021,5,2,19,0,32.47
2021,5,2,20,0,31.21
2021,5,2,21,0,30.23
2021,5,2,22,0,29.44
2021,5,2,23,0,28.81
2021,5,3,0,0,28.47
2021,5,3,1,0,28.47
2021,5,3,2,0,28.29
2021,5,3,3,0,27.9
2021,5,3,4,0,27.5
2021,5,3,5,23.68,27.42
2021,5,3,6,143.16,29.23
2021,5,3,7,308.63,32.8
2021,5,3,8,501.52,36.01
2021,5,3,9,691.16,37.53
2021,5,3,10,813.5,38.7
2021,5,3,11,829.55,39.61
2021,5,3,12,821.2,40.19
2021,5,3,13,736.81,40.24
2021,5,3,14,598.49,39.76
2021,5,3,15,431.44,39.22
2021,5,3,16,255.71,38.27
2021,5,3,17,89.97,37.03
2021,5,3,18,6.73,34.27
2021,5,3,19,0,32.48
2021,5,3,20,0,31.58
2021,5,3,21,0,31.3
2021,5,3,22,0,31.48
2021,5,3,23,0,31.17
2021,5,4,0,0,30.19
2021,5,4,1,0,28.98
2021,5,4,2,0,28.01
2021,5,4,3,0,27.4
2021,5,4,4,0,26.86
2021,5,4,5,24.92,26.7
2021,5,4,6,189.38,28.9
2021,5,4,7,389.38,32.07
2021,5,4,8,586.67,37.4
2021,5,4,9,757.27,39.38
2021,5,4,10,898.1,40.67
2021,5,4,11,886.3,41.52
2021,5,4,12,744.48,41.67
2021,5,4,13,615.47,41.41
2021,5,4,14,460.34,40.83
2021,5,4,15,328.15,40.26
2021,5,4,16,163.82,39.55
2021,5,4,17,63.48,38.19
2021,5,4,18,6.38,34.9
2021,5,4,19,0,33.3
2021,5,4,20,0,31.98
2021,5,4,21,0,30.87
2021,5,4,22,0,30.02
2021,5,4,23,0,29.32
2021,5,5,0,0,28.69
2021,5,5,1,0,28.03
2021,5,5,2,0,27.26
2021,5,5,3,0,26.44
2021,5,5,4,0,25.76
2021,5,5,5,30.38,25.58
2021,5,5,6,182.48,28.17
2021,5,5,7,373.2,31.85
2021,5,5,8,521.41,35.72
2021,5,5,9,706.09,37.44
2021,5,5,10,843.95,38.85
2021,5,5,11,851.12,39.93
2021,5,5,12,885.57,40.66
2021,5,5,13,765.22,41.05
2021,5,5,14,595.45,40.79
2021,5,5,15,407.88,40.15
2021,5,5,16,238.45,39.1
2021,5,5,17,96.92,37.66
2021,5,5,18,7.62,34.48
2021,5,5,19,0,32.85
2021,5,5,20,0,31.83
2021,5,5,21,0,30.9
2021,5,5,22,0,30.23
2021,5,5,23,0,29.57
2021,5,6,0,0,28.44
2021,5,6,1,0,27.36
2021,5,6,2,0,26.51
2021,5,6,3,0,25.65
2021,5,6,4,0,24.84
2021,5,6,5,29.15,24.64
2021,5,6,6,157.29,26.56
2021,5,6,7,342.02,29.99
2021,5,6,8,515.93,34.49
2021,5,6,9,662.71,37.08
2021,5,6,10,831.59,38.87
2021,5,6,11,858.67,40.11
2021,5,6,12,836.88,40.97
2021,5,6,13,651.95,41.4
2021,5,6,14,169.94,41.01
2021,5,6,15,37.38,40.03
2021,5,6,16,27.76,38.85
2021,5,6,17,11.68,37.48
2021,5,6,18,4.02,35.03
2021,5,6,19,0,33.09
2021,5,6,20,0,31.37
2021,5,6,21,0,29.81
2021,5,6,22,0,28.72
2021,5,6,23,0,27.87
2021,5,7,0,0,27.15
2021,5,7,1,0,26.82
2021,5,7,2,0,26.54
2021,5,7,3,0,26.33
2021,5,7,4,0,25.99
2021,5,7,5,29.76,25.96
2021,5,7,6,158.61,27.88
2021,5,7,7,317.48,30.32
2021,5,7,8,493.91,33.17
2021,5,7,9,682.15,34.87
2021,5,7,10,793.72,36.12
2021,5,7,11,869.37,37.1
2021,5,7,12,837.86,37.66
2021,5,7,13,756.7,37.87
2021,5,7,14,630.34,37.66
2021,5,7,15,498.81,37.18
